lead_id,hubspot_id,hubspot_name,archived,confidence,rule,name_similarity,evidence,conflicts,hubspot_values
L0000011,346264440512,SALON AMOURA,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""salon amoura"", ""hubspot"": ""salon amoura""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""salonamoura.com""], ""hubspot"": [""salonamoura.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14073059218"", ""hubspot"": ""+14073059218""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:51:06.817Z"", ""domain"": ""salonamoura.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:24.868Z"", ""hs_object_id"": ""346264440512"", ""name"": ""SALON AMOURA"", ""phone"": ""+1 407-305-9218"", ""state"": null, ""website"": ""http://www.salonamoura.com/"", ""zip"": null}"
L0000012,346292388567,dolce vita salon - winter park,False,55,shared_identifier,0.7308,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""dashboard.boulevard.io"", ""dolcevitasalons.com""], ""hubspot"": [""dolcevitasalons.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14076501811"", ""hubspot"": ""+14073743333""}]","[""POSSIBLE_RELATED_LOCATION""]","{""address"": null, ""address2"": null, ""city"": ""Winter Park"", ""country"": null, ""createdate"": ""2026-09-12T22:50:38.884Z"", ""domain"": ""dolcevitasalons.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:56.512Z"", ""hs_object_id"": ""346292388567"", ""name"": ""dolce vita salon - winter park"", ""phone"": ""+1 407-374-3333"", ""state"": null, ""website"": ""https://dolcevitasalons.com/"", ""zip"": null}"
L0000012,346306565848,dolce vita salon - orlando,False,55,shared_identifier,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""dolce vita salon orlando"", ""hubspot"": ""dolce vita salon orlando""}, {""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""dashboard.boulevard.io"", ""dolcevitasalons.com""], ""hubspot"": [""dolcevitasalons.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14076501811"", ""hubspot"": ""+14076501811""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:31.140Z"", ""domain"": ""dolcevitasalons.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:47.090Z"", ""hs_object_id"": ""346306565848"", ""name"": ""dolce vita salon - orlando"", ""phone"": ""+1 407-650-1811"", ""state"": null, ""website"": ""https://dolcevitasalons.com/"", ""zip"": null}"
L0000013,346333399783,Beauty & The Balayage,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""beauty the balayage"", ""hubspot"": ""beauty the balayage""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""beautyandthebalayage.com""], ""hubspot"": [""beautyandthebalayage.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+13213644992"", ""hubspot"": ""+13213644992""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:30.451Z"", ""domain"": ""beautyandthebalayage.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:37.091Z"", ""hs_object_id"": ""346333399783"", ""name"": ""Beauty & The Balayage"", ""phone"": ""+1 321-364-4992"", ""state"": null, ""website"": ""https://beautyandthebalayage.com/"", ""zip"": null}"
L0000015,346306565842,Hair Salon Armandeus Orlando Walk-ins are Welcome,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""hair salon armandeus orlando walk ins are welcome"", ""hubspot"": ""hair salon armandeus orlando walk ins are welcome""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""armandeusorlando.com""], ""hubspot"": [""armandeusorlando.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14077784769"", ""hubspot"": ""+14077784769""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:10.540Z"", ""domain"": ""armandeusorlando.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:14.718Z"", ""hs_object_id"": ""346306565842"", ""name"": ""Hair Salon Armandeus Orlando Walk-ins are Welcome"", ""phone"": ""+1 407-778-4769"", ""state"": null, ""website"": ""https://www.armandeusorlando.com/"", ""zip"": null}"
L0000018,346201961191,The Red Scarlet Salon,False,55,shared_identifier,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""the red scarlet salon"", ""hubspot"": ""the red scarlet salon""}, {""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""mysite.vagaro.com"", ""vagaro.com""], ""hubspot"": [""mysite.vagaro.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14072465488"", ""hubspot"": ""+14072465488""}, {""code"": ""SAME_URL_PATH"", ""field"": ""website"", ""prospect"": [""https://mysite.vagaro.com/theredscarletsalon%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAaZS-aMH1fXezdlIQHTexP5iuNsJuoFUpEuYBjjR-QtUFIKJIfg8zDkMcWk_aem_kQAjhFjw9JFyHGWvrqZSbw""], ""hubspot"": [""https://mysite.vagaro.com/theredscarletsalon%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAaZS-aMH1fXezdlIQHTexP5iuNsJuoFUpEuYBjjR-QtUFIKJIfg8zDkMcWk_aem_kQAjhFjw9JFyHGWvrqZSbw""]}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:47.334Z"", ""domain"": ""mysite.vagaro.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:03.774Z"", ""hs_object_id"": ""346201961191"", ""name"": ""The Red Scarlet Salon"", ""phone"": ""+1 407-246-5488"", ""state"": null, ""website"": ""https://mysite.vagaro.com/theredscarletsalon%3Ffbclid%3DPAZXh0bgNhZW0CMTEAAaZS-aMH1fXezdlIQHTexP5iuNsJuoFUpEuYBjjR-QtUFIKJIfg8zDkMcWk_aem_kQAjhFjw9JFyHGWvrqZSbw"", ""zip"": null}"
L0000023,346367197916,Authentic Styles Salon & African Braid,False,40,fuzzy_only,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""authentic styles salon african braid"", ""hubspot"": ""authentic styles salon african braid""}]",[],"{""address"": null, ""address2"": null, ""city"": null, ""country"": null, ""createdate"": ""2026-09-12T22:54:22.003Z"", ""domain"": null, ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:54:25.712Z"", ""hs_object_id"": ""346367197916"", ""name"": ""Authentic Styles Salon & African Braid"", ""phone"": null, ""state"": null, ""website"": null, ""zip"": null}"
L0000024,346290623162,HaileyHollandHair Salon | Orlando,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""haileyhollandhair salon orlando"", ""hubspot"": ""haileyhollandhair salon orlando""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""app.squareup.com"", ""haileyhollandhairsalon.com""], ""hubspot"": [""haileyhollandhairsalon.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+13212616433"", ""hubspot"": ""+13212616433""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:48.389Z"", ""domain"": ""haileyhollandhairsalon.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:03.958Z"", ""hs_object_id"": ""346290623162"", ""name"": ""HaileyHollandHair Salon | Orlando"", ""phone"": ""+1 321-261-6433"", ""state"": null, ""website"": ""http://www.haileyhollandhairsalon.com/"", ""zip"": null}"
L0000030,346322659019,Fior Salon,False,55,phone_only,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""fior salon"", ""hubspot"": ""fior salon""}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+13218042588"", ""hubspot"": ""+13218042588""}]",[],"{""address"": null, ""address2"": null, ""city"": null, ""country"": null, ""createdate"": ""2026-09-12T22:54:43.118Z"", ""domain"": null, ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:54:48.723Z"", ""hs_object_id"": ""346322659019"", ""name"": ""Fior Salon"", ""phone"": ""321-804-2588"", ""state"": null, ""website"": null, ""zip"": null}"
L0000031,346447478463,Enyermy studio pro Orlando,False,55,shared_identifier,0.0938,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""book.squareup.com""], ""hubspot"": [""book.squareup.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14078008770"", ""hubspot"": ""+17278779107""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:57.416Z"", ""domain"": ""book.squareup.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:14.082Z"", ""hs_object_id"": ""346447478463"", ""name"": ""Enyermy studio pro Orlando"", ""phone"": ""+1 727-877-9107"", ""state"": null, ""website"": ""https://book.squareup.com/appointments/vj0fsnz60g8n1d/location/L1C7496RDCGTG/services"", ""zip"": null}"
L0000031,346449262300,Enyermy Studio Pro Waterford Lakes,False,55,shared_identifier,0.1944,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""book.squareup.com""], ""hubspot"": [""book.squareup.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14078008770"", ""hubspot"": ""+17278779107""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:48.245Z"", ""domain"": ""book.squareup.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:04.530Z"", ""hs_object_id"": ""346449262300"", ""name"": ""Enyermy Studio Pro Waterford Lakes"", ""phone"": ""+1 727-877-9107"", ""state"": null, ""website"": ""https://book.squareup.com/appointments/8thjvgf0dvy73t/location/L57WNWAWEV0DT/services"", ""zip"": null}"
L0000032,346290623166,Bonne Vie Salon,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""bonne vie salon"", ""hubspot"": ""bonne vie salon""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""bonneviesalon.com""], ""hubspot"": [""bonneviesalon.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14078752525"", ""hubspot"": ""+14078752525""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Winter Park"", ""country"": null, ""createdate"": ""2026-09-12T22:51:14.154Z"", ""domain"": ""bonneviesalon.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:29.870Z"", ""hs_object_id"": ""346290623166"", ""name"": ""Bonne Vie Salon"", ""phone"": ""+1 407-875-2525"", ""state"": null, ""website"": ""https://www.bonneviesalon.com/"", ""zip"": null}"
L0000034,346303052531,Hair In Motion of New York - MetroWest,False,0,NO_CREDIBLE_MATCH,0.3103,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""fresha.com"", ""spabarorlando.com""], ""hubspot"": [""fresha.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14077515182"", ""hubspot"": ""+14077048300""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:47.523Z"", ""domain"": ""fresha.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:03.912Z"", ""hs_object_id"": ""346303052531"", ""name"": ""Hair In Motion of New York - MetroWest"", ""phone"": ""+1 407-704-8300"", ""state"": null, ""website"": ""https://www.fresha.com/providers/15354"", ""zip"": null}"
L0000036,346264440509,Will Wyatt Concept Salon,False,95,domain_phone_name,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""will wyatt concept salon"", ""hubspot"": ""will wyatt concept salon""}, {""code"": ""EXACT_BUSINESS_DOMAIN"", ""field"": ""domain"", ""prospect"": [""willwyattconcept.com""], ""hubspot"": [""willwyattconcept.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14072576093"", ""hubspot"": ""+14072576093""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:57.145Z"", ""domain"": ""willwyattconcept.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:51:14.941Z"", ""hs_object_id"": ""346264440509"", ""name"": ""Will Wyatt Concept Salon"", ""phone"": ""+1 407-257-6093"", ""state"": null, ""website"": ""https://www.willwyattconcept.com/"", ""zip"": null}"
L0000038,346260793026,Salon Dulay - Dr. Phillips,False,55,shared_identifier,0.6154,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""booking.salondulay.com"", ""salondulay.com""], ""hubspot"": [""salondulay.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14079855243"", ""hubspot"": ""+14074479898""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:39.288Z"", ""domain"": ""salondulay.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:55.863Z"", ""hs_object_id"": ""346260793026"", ""name"": ""Salon Dulay - Dr. Phillips"", ""phone"": ""+1 407-447-9898"", ""state"": null, ""website"": ""https://salondulay.com/orlando-doctor-phillips/"", ""zip"": null}"
L0000038,346367196907,Salon Dulay - Mills 50 District,False,55,shared_identifier,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""salon dulay mills 50 district"", ""hubspot"": ""salon dulay mills 50 district""}, {""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""booking.salondulay.com"", ""salondulay.com""], ""hubspot"": [""salondulay.com""]}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14079855243"", ""hubspot"": ""+14079855243""}, {""code"": ""SAME_URL_PATH"", ""field"": ""website"", ""prospect"": [""https://salondulay.com/orlando""], ""hubspot"": [""https://salondulay.com/orlando""]}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:51:06.215Z"", ""domain"": ""salondulay.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:55:50.454Z"", ""hs_object_id"": ""346367196907"", ""name"": ""Salon Dulay - Mills 50 District"", ""phone"": ""+1 407-985-5243"", ""state"": null, ""website"": ""https://salondulay.com/orlando/"", ""zip"": null}"
L0000039,346406574834,Spaulo Esthetic Salon,False,55,phone_only,1.0,"[{""code"": ""EXACT_NAME"", ""field"": ""name"", ""prospect"": ""spaulo esthetic salon"", ""hubspot"": ""spaulo esthetic salon""}, {""code"": ""EXACT_PHONE"", ""field"": ""phone"", ""prospect"": ""+14077292934"", ""hubspot"": ""+14077292934""}]",[],"{""address"": null, ""address2"": null, ""city"": null, ""country"": null, ""createdate"": ""2026-09-12T22:54:33.689Z"", ""domain"": null, ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:54:38.472Z"", ""hs_object_id"": ""346406574834"", ""name"": ""Spaulo Esthetic Salon"", ""phone"": ""407-729-2934"", ""state"": null, ""website"": null, ""zip"": null}"
L0000043,342025333453,Instagram,False,0,NO_CREDIBLE_MATCH,0.2581,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""instagram.com""], ""hubspot"": [""instagram.com""]}]",[],"{""address"": null, ""address2"": null, ""city"": null, ""country"": null, ""createdate"": ""2026-08-25T19:09:21.578Z"", ""domain"": ""instagram.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-01T12:05:10.100Z"", ""hs_object_id"": ""342025333453"", ""name"": ""Instagram"", ""phone"": null, ""state"": null, ""website"": ""instagram.com"", ""zip"": null}"
L0000043,346264440506,Edro's Salon,False,0,NO_CREDIBLE_MATCH,0.2353,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""instagram.com""], ""hubspot"": [""instagram.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14078450177"", ""hubspot"": ""+14073512413""}]",[],"{""address"": null, ""address2"": null, ""city"": ""Orlando"", ""country"": null, ""createdate"": ""2026-09-12T22:50:39.418Z"", ""domain"": ""instagram.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:55.877Z"", ""hs_object_id"": ""346264440506"", ""name"": ""Edro's Salon"", ""phone"": ""+1 407-351-2413"", ""state"": null, ""website"": ""http://instagram.com/edros.salon"", ""zip"": null}"
L0000043,346292388564,Patty Serna Hair Salon,False,0,NO_CREDIBLE_MATCH,0.4545,"[{""code"": ""SHARED_DOMAIN"", ""field"": ""domain"", ""prospect"": [""instagram.com""], ""hubspot"": [""instagram.com""]}, {""code"": ""PHONE_DIFFERS"", ""field"": ""phone"", ""prospect"": ""+14078450177"", ""hubspot"": ""+14073047654""}]","[""POSSIBLE_RELATED_LOCATION""]","{""address"": null, ""address2"": null, ""city"": ""Altamonte Springs"", ""country"": null, ""createdate"": ""2026-09-12T22:50:09.550Z"", ""domain"": ""instagram.com"", ""hs_additional_domains"": null, ""hs_lastmodifieddate"": ""2026-09-12T22:50:15.027Z"", ""hs_object_id"": ""346292388564"", ""name"": ""Patty Serna Hair Salon"", ""phone"": ""+1 407-304-7654"", ""state"": null, ""website"": ""https://www.instagram.com/pattysernabeautysalon/"", ""zip"": null}"
